filename,folder_name,meta_counter,max,min,max-min,length
127,clc,0.0,501.1189595647226,-899.6665363057385,1400.785495870461,155.0
127,clc,1.0,482.371491736295,-899.6665363057385,1382.0380280420334,160.0
127,clc,2.0,363.60859829703577,-873.233728266751,1236.8423265637864,163.0
128,clc,0.0,948.6230685133318,-1294.1583043463907,2242.7813728597225,151.0
128,clc,1.0,850.7007513411443,-1262.5368666373072,2113.2376179784515,151.0
129,clc,0.0,571.9677579828458,-714.963297338628,1286.9310553214737,147.0
129,clc,1.0,556.0830238867067,-714.963297338628,1271.0463212253344,141.0
129,clc,2.0,415.26587239257486,-662.9660524093265,1078.2319248019014,144.0
13,clc,0.0,231.0107762746324,-419.8849382743029,650.8957145489352,155.0
13,clc,1.0,203.0965635788152,-456.36867130733225,659.4652348861474,152.0
13,clc,2.0,233.9506565864401,-512.3229614028079,746.273617989248,149.0
130,clc,0.0,392.36664013052933,-613.6781926778339,1006.0448328083631,145.0
130,clc,1.0,373.4195380364177,-645.5196993608008,1018.9392373972183,149.0
130,clc,2.0,354.9093664535565,-645.5196993608008,1000.4290658143573,152.0
131,clc,0.0,417.9637749580208,-594.7369889040566,1012.7007638620772,155.0
131,clc,1.0,366.84196489304117,-594.7369889040566,961.5789537970976,149.0
131,clc,2.0,247.60656730090125,-566.5824646091229,814.1890319100241,149.0
132,clc,0.0,433.0341392081185,-565.7842571804255,998.818396388544,146.0
132,clc,1.0,383.68860652623937,-551.0893366807924,934.7779432070315,144.0
132,clc,2.0,188.555896543293,-475.65140276958573,664.2072993128787,138.0
133,clc,0.0,456.58846430466247,-752.7200566717717,1209.308520976434,164.0
133,clc,1.0,417.8839665072786,-752.7200566717717,1170.6040231790505,167.0
133,clc,2.0,364.9622374061873,-711.5189318354262,1076.4811692416135,156.0
134,clc,0.0,440.06993020317833,-765.5117246275197,1205.5816548306982,169.0
134,clc,1.0,396.7354030151561,-701.8380267033548,1098.5734297185109,169.0
134,clc,2.0,325.87408397712034,-616.1719914346432,942.0460754117636,158.0
135,clc,0.0,360.3178659169785,-721.4684882695404,1081.786354186519,165.0
135,clc,1.0,369.6688487802735,-760.8570911776786,1130.5259399579522,161.0
135,clc,2.0,323.23373373223745,-760.8570911776786,1084.090824909916,163.0
136,clc,0.0,439.78164572888846,-594.1892316621617,1033.9708773910502,144.0
136,clc,1.0,398.63556736116544,-525.7468910113455,924.3824583725107,154.0
136,clc,2.0,236.741257393476,-510.002720683674,746.74397807715,146.0
137,clc,0.0,367.9451052049735,-665.9490018782349,1033.8941070832084,154.0
137,clc,1.0,391.685084862376,-673.8370583058359,1065.5221431682119,154.0
137,clc,2.0,296.0145364601549,-673.8370583058359,969.8515947659907,158.0
138,clc,0.0,367.9543464411489,-643.2979167382033,1011.2522631793522,147.0
138,clc,1.0,331.00950254022,-655.4714044108117,986.4809069510318,147.0
138,clc,2.0,333.6860316336621,-655.4714044108117,989.1574360444736,143.0
139,clc,0.0,429.0422487183025,-714.7524552096041,1143.7947039279068,150.0
139,clc,1.0,404.98707427933533,-743.4423381138589,1148.4294123931945,154.0
139,clc,2.0,382.6506887370542,-743.4423381138589,1126.0930268509132,157.0
14,clc,0.0,324.4646102180592,-495.1263602885022,819.5909705065612,158.0
14,clc,1.0,301.73450672736715,-510.37572228183745,812.1102290092047,148.0
14,clc,2.0,293.72069827493203,-510.37572228183745,804.0964205567695,159.0
140,clc,0.0,407.70102454971914,-790.505309688214,1198.206334237933,154.0
140,clc,1.0,405.3876018514585,-824.3042021105713,1229.6918039620298,155.0
140,clc,2.0,416.72393782053734,-824.3042021105713,1241.0281399311086,152.0
141,clc,0.0,356.02526930752214,-666.2650404267504,1022.2903097342726,145.0
141,clc,1.0,368.12229533077993,-666.2650404267504,1034.3873357575303,145.0
141,clc,2.0,373.0654641135929,-649.5625138436762,1022.6279779572693,147.0
142,clc,0.0,398.6461654059986,-629.4846507528397,1028.1308161588383,146.0
142,clc,1.0,424.9319218937662,-815.5674290770686,1240.4993509708347,147.0
142,clc,2.0,366.575118141576,-815.5674290770686,1182.1425472186447,145.0
143,clc,0.0,430.2925574067012,-806.3765178249239,1236.6690752316251,161.0
143,clc,1.0,396.1292428786699,-770.8894098843442,1167.0186527630142,154.0
144,clc,0.0,418.5334932284008,-772.8139876936017,1191.3474809220027,150.0
144,clc,1.0,454.88554607670494,-786.0767134549568,1240.962259531662,149.0
144,clc,2.0,426.95408630338096,-786.0767134549568,1213.030799758338,154.0
145,clc,0.0,413.151856666491,-767.3435123551851,1180.4953690216762,150.0
145,clc,1.0,412.51611299624636,-767.3435123551851,1179.8596253514315,151.0
146,clc,0.0,402.3710611874778,-612.2922391558546,1014.6633003433324,156.0
146,clc,1.0,355.2243753700992,-624.9357791757661,980.1601545458653,147.0
146,clc,2.0,410.3134452873474,-624.9357791757661,1035.2492244631135,146.0
147,clc,0.0,256.82770356174177,-505.1609571294513,761.9886606911929,154.0
147,clc,1.0,421.19227431525746,-608.9475862470872,1030.139860562345,153.0
147,clc,2.0,327.498311759178,-608.9475862470872,936.4458980062652,157.0
148,clc,0.0,358.3031012082556,-627.3658773860312,985.6689785942868,155.0
148,clc,1.0,326.6245628067818,-617.9071616552219,944.5317244620036,160.0
149,clc,0.0,382.9763129914766,-651.997838000006,1034.9741509914827,158.0
149,clc,1.0,447.43351596001145,-718.1197091269502,1165.5532250869614,154.0
149,clc,2.0,410.7682940811772,-718.1197091269502,1128.8880032081274,156.0
149,clc,3.0,337.32419478412623,-640.0505246193343,977.3747194034604,115.0
15,clc,0.0,188.18347591869403,-397.8071340124753,585.9906099311693,154.0
15,clc,1.0,217.807108668648,-585.8364527680193,803.6435614366671,150.0
15,clc,2.0,259.20577764778665,-585.8364527680193,845.042230415806,153.0
150,clc,0.0,422.87624150591864,-676.2290769561956,1099.1053184621142,160.0
150,clc,1.0,401.0157468422978,-676.2290769561956,1077.2448237984934,160.0
150,clc,2.0,258.3325488212978,-599.1261173191342,857.4586661404321,152.0
151,clc,0.0,381.3217652944425,-622.0215096441692,1003.3432749386118,148.0
151,clc,1.0,478.7894740471286,-736.8880162350232,1215.6774902821514,155.0
151,clc,2.0,497.5714504365683,-736.8880162350232,1234.4594666715916,159.0
152,clc,0.0,243.83414379370566,-459.1887132264321,703.0228570201377,159.0
152,clc,1.0,289.60546427598894,-503.2203511789439,792.8258154549327,151.0
152,clc,2.0,406.80653541494,-503.2203511789439,910.026886593884,148.0
153,clc,0.0,262.2135137408984,-477.33145095176627,739.5449646926648,153.0
153,clc,1.0,287.3092994663224,-500.761989036578,788.0712885029004,155.0
153,clc,2.0,336.13195106766943,-500.761989036578,836.8939401042472,152.0
154,clc,1.0,310.28720634917323,-539.9461104730018,850.2333168221751,156.0
154,clc,2.0,321.7261775337167,-521.1800463565996,842.9062238903164,161.0
155,clc,0.0,283.331359854955,-467.6266951542843,750.9580550092394,156.0
155,clc,1.0,248.1905660032084,-451.44378069122286,699.6343466944313,155.0
155,clc,2.0,276.3202405431113,-418.8757110579303,695.1959516010415,152.0
156,clc,0.0,235.9946150523125,-416.2812561777971,652.2758712301096,152.0
156,clc,1.0,193.52087104237668,-416.2812561777971,609.8021272201737,142.0
157,clc,0.0,249.64892293700728,-489.8618065673364,739.5107295043438,143.0
157,clc,1.0,281.96324256400885,-549.562149270384,831.5253918343927,147.0
157,clc,2.0,279.9429147528738,-549.562149270384,829.5050640232578,150.0
158,clc,0.0,258.63232476753825,-482.95152590132636,741.5838506688648,160.0
158,clc,1.0,260.99144610077514,-482.95152590132636,743.9429720021014,165.0
158,clc,2.0,310.4744371442828,-454.63428995671313,765.1087271009959,158.0
159,clc,0.0,281.90775386010563,-324.02294304742816,605.9306969075337,145.0
159,clc,1.0,268.54943030194386,-324.02294304742816,592.572373349372,143.0
16,clc,0.0,228.0433280242371,-390.1561633819695,618.1994914062066,152.0
16,clc,1.0,214.0925595960366,-390.1561633819695,604.2487229780063,146.0
16,clc,2.0,249.60776335824607,-349.2355192264464,598.8432825846926,143.0
160,clc,0.0,309.78288181937813,-581.9612447048454,891.7441265242235,158.0
160,clc,1.0,327.18553731906525,-581.9612447048454,909.1467820239106,160.0
161,clc,0.0,320.309153231626,-666.8987231145082,987.2078763461343,160.0
161,clc,1.0,346.80289340767786,-666.8987231145082,1013.701616522186,157.0
161,clc,2.0,365.65195767355857,-633.7842722177352,999.4362298912938,154.0
162,clc,0.0,411.4032808834437,-562.2521662154901,973.6554470989336,140.0
162,clc,1.0,388.50261647954653,-607.0562027437437,995.5588192232902,147.0
162,clc,2.0,380.3358855932023,-607.0562027437437,987.3920883369459,146.0
163,clc,0.0,430.0607743533083,-712.1457887912268,1142.206563144535,155.0
163,clc,1.0,425.6876624252282,-712.1457887912268,1137.833451216455,156.0
164,clc,0.0,373.6236597966177,-733.8442554432883,1107.467915239906,167.0
164,clc,1.0,336.81318644918946,-733.8442554432883,1070.6574418924777,169.0
165,clc,0.0,321.44313694072565,-571.6695956630176,893.1127326037433,160.0
165,clc,1.0,323.7605607250149,-571.6695956630176,895.4301563880325,161.0
165,clc,2.0,253.9829474665605,-447.3754916255897,701.3584390921503,121.0
166,clc,0.0,330.581909099884,-623.1271037834056,953.7090128832897,160.0
166,clc,1.0,345.4023471490177,-623.1271037834056,968.5294509324233,167.0
167,clc,0.0,458.4014294990555,-744.9095727307505,1203.311002229806,158.0
167,clc,1.0,359.47908599565164,-744.9095727307505,1104.388658726402,170.0
168,clc,0.0,496.1983610484342,-724.1098858777899,1220.308246926224,148.0
168,clc,1.0,552.4715993347337,-739.4363589227977,1291.9079582575314,146.0
168,clc,2.0,453.6768178429171,-790.7791086221102,1244.4559264650275,144.0
169,clc,0.0,563.1561183743745,-936.9042505315983,1500.0603689059728,155.0
169,clc,1.0,513.7379523713123,-936.9042505315983,1450.6422029029104,159.0
17,clc,0.0,183.2388154713857,-316.102739001221,499.3415544726067,146.0
17,clc,1.0,183.36489512306355,-316.102739001221,499.46763412428453,149.0
17,clc,2.0,127.33590112515488,-255.38871357829552,382.7246147034504,148.0
170,clc,0.0,472.84000032893135,-874.4093730973732,1347.2493734263044,165.0
170,clc,1.0,568.8028799553847,-874.4093730973732,1443.212253052758,159.0
170,clc,2.0,462.9322559832981,-864.9649296868504,1327.8971856701485,157.0
171,clc,0.0,494.91897779829804,-988.545313271976,1483.4642910702744,162.0
171,clc,1.0,500.0364669013424,-988.545313271976,1488.5817801733185,168.0
171,clc,2.0,314.34553091383674,-868.8101620910531,1183.1556930048896,164.0
172,clc,0.0,376.27500843853477,-594.9310556684495,971.2060641069844,165.0
172,clc,1.0,361.4307498360236,-602.0090232163391,963.4397730523626,157.0
172,clc,2.0,290.08704202669776,-602.0090232163391,892.0960652430368,160.0
173,clc,0.0,374.12764248812033,-599.0894574543164,973.2170999424367,150.0
173,clc,1.0,345.96778628610235,-627.0714546642366,973.039240950339,150.0
173,clc,2.0,229.15122229641392,-627.0714546642366,856.2226769606508,149.0
174,clc,0.0,405.3876569002716,-699.5138483900055,1104.9015052902769,153.0
174,clc,1.0,403.3390639198255,-699.5138483900055,1102.852912309831,156.0
174,clc,2.0,294.6826049015198,-626.2053426563708,920.8879475578906,145.0
175,clc,0.0,422.1817378140837,-664.5110407534278,1086.6927785675114,161.0
175,clc,1.0,339.08005390677937,-639.8058390152428,978.885892922022,161.0
176,clc,0.0,524.5292587889188,-702.378691412197,1226.9079502011161,155.0
176,clc,1.0,456.8988402038478,-702.378691412197,1159.2775316160448,163.0
177,clc,0.0,399.23837657675324,-727.3909107778343,1126.6292873545876,167.0
177,clc,1.0,396.14229289689024,-727.3909107778343,1123.5332036747245,169.0
178,clc,0.0,316.088496306877,-753.5595689076944,1069.6480652145717,158.0
178,clc,1.0,416.7645350091957,-764.0727566179111,1180.8372916271069,163.0
178,clc,2.0,408.2180089692144,-764.0727566179111,1172.2907655871256,167.0
179,clc,0.0,356.17193733272,-530.3862765211632,886.5582138538832,158.0
179,clc,1.0,311.88343878518134,-592.5134517335124,904.3968905186937,158.0
179,clc,2.0,297.7127791616798,-592.5134517335124,890.2262308951923,158.0
18,clc,0.0,268.47681828519643,-334.67361025688604,603.1504285420824,151.0
18,clc,1.0,231.6686918801452,-335.3997363470673,567.0684282272125,148.0
18,clc,2.0,125.2014567657428,-335.3997363470673,460.6011931128101,141.0
180,clc,0.0,251.305503468202,-519.8338240926986,771.1393275609006,157.0
180,clc,1.0,225.81775921336654,-467.3804541399382,693.1982133533047,156.0
180,clc,2.0,252.66953692783886,-452.81901089791467,705.4885478257536,154.0
180,clc,3.0,296.7774449740429,-452.81901089791467,749.5964558719576,98.0
181,clc,0.0,292.84564893697603,-410.23902899255853,703.0846779295346,143.0
181,clc,1.0,319.2875508109428,-410.23902899255853,729.5265798035015,154.0
181,clc,2.0,255.68403666483417,-407.36171238705185,663.045749051886,153.0
182,clc,0.0,240.9841537912717,-406.6611934521917,647.6453472434633,161.0
182,clc,1.0,252.3108009395995,-481.21129272342284,733.5220936630224,156.0
182,clc,2.0,227.6143375135441,-481.21129272342284,708.8256302369667,158.0
183,clc,0.0,326.94887759593485,-590.4807617863765,917.4296393823114,146.0
183,clc,1.0,405.8665896972442,-619.6146117214653,1025.4812014187094,147.0
183,clc,2.0,371.6633927517293,-619.6146117214653,991.2780044731944,149.0
184,clc,0.0,412.512457482902,-552.6140572374858,965.1265147203876,143.0
184,clc,1.0,358.08384443231523,-598.2929051884328,956.376749620748,148.0
184,clc,2.0,348.1937573769699,-598.2929051884328,946.4866625654026,149.0
184,clc,3.0,342.0177795901429,-498.90275555771433,840.9205351478572,79.0
185,clc,0.0,276.97608966805467,-478.7245493660072,755.7006390340619,147.0
185,clc,1.0,283.92837216482496,-478.7245493660072,762.652921530832,145.0
185,clc,2.0,228.56498045509628,-509.1960068219404,737.7609872770366,155.0
186,clc,0.0,334.6993550841242,-638.9486977183358,973.64805280246,148.0
186,clc,1.0,255.0369050510273,-459.8860428065299,714.9229478575571,141.0
186,clc,2.0,274.7189985131015,-473.04910356068166,747.7681020737832,145.0
187,clc,0.0,237.6418276934618,-340.13247353263597,577.7743012260977,151.0
187,clc,1.0,173.8905834067136,-340.13247353263597,514.0230569393495,158.0
188,clc,0.0,284.2123221459234,-529.5064173644688,813.7187395103923,138.0
188,clc,1.0,341.924306090726,-452.0119027541608,793.9362088448869,148.0
188,clc,2.0,275.280410063824,-429.8812980591102,705.1617081229342,149.0
189,clc,0.0,315.35505161387977,-523.1104986617498,838.4655502756294,157.0
189,clc,1.0,308.2889286806288,-523.1104986617498,831.3994273423787,154.0
189,clc,2.0,318.5460570297788,-510.796408143327,829.3424651731059,157.0
19,clc,0.0,180.6104391664317,-304.26119890461,484.87163807104173,148.0
19,clc,1.0,188.326864338145,-304.26119890461,492.58806324275497,150.0
190,clc,0.0,166.98325840087483,-361.6232634959583,528.6065218968331,149.0
190,clc,1.0,212.99868969095886,-393.6001696055548,606.5988592965136,158.0
191,clc,0.0,133.43163709875944,-244.953429069479,378.3850661682384,158.0
191,clc,1.0,171.88097226943236,-293.51215907532423,465.3931313447566,146.0
191,clc,2.0,150.62233137054227,-293.51215907532423,444.13449044586645,145.0
192,clc,0.0,164.4057698853846,-266.93262432032054,431.33839420570513,158.0
192,clc,1.0,173.67916800330133,-266.93262432032054,440.6117923236219,143.0
193,clc,0.0,248.52669060288986,-512.9209726888881,761.447663291778,147.0
193,clc,1.0,249.58427577933517,-459.31703480688867,708.9013105862239,152.0
193,clc,2.0,319.371088570501,-422.9827263176566,742.3538148881578,161.0
194,clc,0.0,201.87765645805203,-331.0003054143585,532.8779618724105,152.0
194,clc,1.0,232.768699716054,-355.32460579456665,588.0933055106208,160.0
194,clc,3.0,214.0671546634993,-258.15020906785463,472.2173637313539,83.0
195,clc,0.0,151.96374099094962,-246.93513581936864,398.8988768103183,151.0
195,clc,1.0,144.7330096822549,-247.44184304138224,392.1748527236372,157.0
195,clc,2.0,118.64627766723378,-247.44184304138224,366.08812070861603,162.0
196,clc,0.0,981.5879602036812,-1164.0050713225978,2145.593031526279,120.0
196,clc,1.0,561.1405577914717,-1164.0050713225978,1725.1456291140696,144.0
197,clc,0.0,238.7147212676948,-428.3608456867588,667.0755669544536,126.0
197,clc,1.0,242.7128129012894,-428.3608456867588,671.0736585880481,143.0
198,clc,1.0,163.00017161150654,-343.19578873940856,506.19596035091513,146.0
198,clc,2.0,168.85958563932718,-317.1033167672396,485.96290240656685,152.0
199,clc,0.0,199.5292194559228,-369.9414805236458,569.4706999795686,158.0
199,clc,1.0,166.49010037901363,-357.3448077300869,523.8349081091005,165.0
2,clc,0.0,206.16508235920543,-280.1791195528432,486.3442019120486,145.0
2,clc,1.0,193.31155342102082,-280.1791195528432,473.490672973864,147.0
2,clc,2.0,134.84118266575678,-226.5859479636533,361.4271306294101,152.0
20,clc,0.0,172.61672702157975,-298.9540227710065,471.5707497925863,152.0
20,clc,1.0,221.3310190680379,-317.7906458873563,539.1216649553942,145.0
20,clc,2.0,207.9936496445387,-317.7906458873563,525.7842955318949,149.0
200,clc,0.0,162.91884708545945,-348.1800253053189,511.09887239077835,154.0
200,clc,1.0,190.616322838661,-348.1800253053189,538.7963481439799,160.0
200,clc,2.0,161.3979539234117,-303.5207620574816,464.9187159808934,158.0
201,clc,0.0,132.43278473044052,-277.44651466016944,409.87929939060996,154.0
201,clc,1.0,196.1808221449067,-277.44651466016944,473.6273368050762,150.0
201,clc,2.0,147.2515255250699,-273.96214681516847,421.21367234023836,141.0
202,clc,0.0,137.49458331359006,-203.9746326096312,341.46921592322116,145.0
202,clc,1.0,149.93772596136773,-255.68343293927697,405.6211589006447,155.0
202,clc,2.0,158.6779648609536,-255.68343293927697,414.3613978002306,147.0
202,clc,3.0,136.0784914278255,-200.35650282373717,336.43499425156267,121.0
203,clc,0.0,265.44025923085684,-443.9630382578313,709.4032974886882,147.0
203,clc,1.0,113.90098947593452,-271.55425622153444,385.45524569746897,138.0
203,clc,2.0,166.86437184928542,-306.4266270228275,473.29099887211294,152.0
204,clc,0.0,229.13521552386032,-403.9063335543376,633.0415490781978,140.0
204,clc,1.0,182.0818761786566,-372.36152410837923,554.4434002870358,142.0
204,clc,2.0,220.2277595781628,-372.36152410837923,592.589283686542,139.0
205,clc,0.0,256.91908662678776,-490.4578323567264,747.3769189835141,159.0
205,clc,1.0,247.47907687422887,-490.4578323567264,737.9369092309552,162.0
206,clc,0.0,260.688986988882,-416.4965819739466,677.1855689628287,156.0
206,clc,1.0,234.5963467150103,-430.90322403027807,665.4995707452882,163.0
206,clc,2.0,227.266911025382,-430.90322403027807,658.1701350556599,155.0
207,clc,0.0,274.22572561208653,-430.2272623002825,704.4529879123689,146.0
207,clc,1.0,254.59809321835726,-432.4298271748426,687.0279203931998,149.0
207,clc,2.0,216.6905907339172,-432.4298271748426,649.1204179087598,143.0
208,clc,0.0,245.1827738453481,-357.49395648876776,602.6767303341159,140.0
208,clc,2.0,157.95185007829997,-338.78168159714187,496.73353167544167,153.0
209,clc,0.0,236.957226862232,-432.78652389857024,669.7437507608022,159.0
209,clc,1.0,247.07169305221908,-432.99573222939415,680.0674252816133,163.0
21,clc,0.0,138.991238686048,-255.1048643233876,394.09610300943564,146.0
21,clc,1.0,175.6888993628883,-255.1048643233876,430.7937636862758,141.0
21,clc,2.0,186.43516703430976,-216.37743501961398,402.81260205392374,150.0
21,clc,3.0,183.04570881524708,-165.04628314468118,348.0919919599283,81.0
210,clc,0.0,220.96844792643847,-379.58103017489,600.5494781013283,151.0
210,clc,1.0,226.6332313351117,-362.0020106061328,588.6352419412443,151.0
211,clc,0.0,249.3134559362589,-423.0360078176713,672.3494637539303,155.0
211,clc,1.0,224.13248824027767,-423.0360078176713,647.1684960579488,155.0
211,clc,2.0,178.62899132523228,-371.643648398549,550.2726397237813,147.0
212,clc,0.0,242.7068498897778,-365.1031520312481,607.8100019210259,139.0
212,clc,1.0,188.7605551416777,-331.91759150256166,520.6781466442394,151.0
212,clc,2.0,139.78045677142617,-291.4861561302779,431.2666129017041,164.0
212,clc,3.0,144.20166863006816,-212.9618509413241,357.1635195713922,86.0
213,clc,0.0,257.31615207084525,-573.3014179172018,830.6175699880472,172.0
213,clc,1.0,265.78947187477263,-573.3014179172018,839.0908897919742,176.0
214,clc,0.0,268.64385046335997,-439.39443231760885,708.0382827809688,159.0
214,clc,1.0,215.1936937750056,-439.39443231760885,654.5881260926144,162.0
215,clc,0.0,218.5947402110349,-393.1460874057801,611.7408276168151,155.0
215,clc,1.0,243.51442259520147,-449.9515738604901,693.4659964556915,163.0
215,clc,2.0,230.80754645424042,-449.9515738604901,680.7591203147306,160.0
216,clc,0.0,186.05817720357024,-385.6113120434213,571.6694892469917,163.0
216,clc,1.0,163.3604276314901,-385.6113120434213,548.9717396749113,170.0
216,clc,2.0,177.1651986472686,-358.9094728920418,536.0746715393104,157.0
217,clc,1.0,230.7370485553272,-376.4435286308457,607.1805771861729,163.0
217,clc,2.0,218.6842500913781,-376.4435286308457,595.1277787222238,165.0
218,clc,0.0,209.1235178546113,-369.67064491297066,578.7941627675821,158.0
218,clc,1.0,239.37774242604263,-434.229985166723,673.6077275927656,158.0
218,clc,2.0,273.4483590701691,-434.229985166723,707.6783442368921,160.0
218,clc,3.0,200.7158614324836,-310.67018658258763,511.38604801507125,86.0
219,clc,0.0,242.48127120809883,-395.06367854136255,637.5449497494614,163.0
