filename,folder_name,meta_counter,peak_to_peak_t,systolic_peak_index,dychrotic_notch_index,diastolic_peak_index,A2_area,A1_area,A2_A1_ratio,a1,b1,ta1,tb1,a2,b2,ta2,tb2,b2_a2,systolic_peak_c,dychrotic_notch_c,diastolic_peak_c
123,jqm,2.0,35.0,68.0,87.0,103.0,56.33334307954257,73.64356907690082,1.3072820651335433,0.013590336320441654,-0.02489441116810509,180.0,21.0,0.0020708696192895254,-0.000795115100464594,5.0,60.0,-0.3839522744736496,1.0,1.0,1.0
124,jqm,0.0,32.0,53.0,65.0,85.0,38.965804055977785,95.0032732481036,2.438119154724052,0.017694667198276115,-0.029628725448133997,177.0,19.0,0.0024257125553015717,-0.0013599936998036632,1.0,41.0,-0.5606574022265324,1.0,1.0,1.0
124,jqm,1.0,93.0,77.0,170.0,170.0,117.3178262014783,4.113679536303804,0.035064402993958375,0.018378816605941317,-0.016189457832931353,172.0,31.0,0.0012778623786363706,-0.0006921869710279082,198.0,54.0,-0.5416756785394631,1.0,1.0,1.0
125,jqm,0.0,99.0,72.0,171.0,171.0,115.87352782634508,3.6044900922822856,0.0311071058238961,0.016129395869916296,-0.0219029022478422,175.0,29.0,0.001516541151357409,-0.0007984736754624856,4.0,65.0,-0.5265097321940763,1.0,1.0,1.0
125,jqm,1.0,106.0,67.0,173.0,173.0,121.30365046346252,3.3930236820885127,0.02797132377405669,0.017611660845471392,-0.023267781440534763,177.0,28.0,0.0016275777582934645,-0.0010256477329149136,195.0,55.0,-0.630168191773718,1.0,1.0,1.0
125,jqm,2.0,33.0,68.0,85.0,101.0,55.18790160324353,77.28394759340587,1.400378440713602,0.015821193228869157,-0.02628715990835584,180.0,22.0,0.0019237686006636984,-0.0008305856902937059,5.0,39.0,-0.4317492706800363,1.0,1.0,1.0
126,jqm,0.0,83.0,94.0,177.0,177.0,140.6826239566928,3.4762228930749943,0.024709681944410568,0.02739636294642439,-0.021868286919687896,179.0,25.0,0.002670728535870644,-0.001236185905817866,195.0,170.0,-0.4628646787625968,1.0,1.0,1.0
126,jqm,1.0,63.0,106.0,169.0,169.0,121.05065464587268,8.785725272064472,0.07257891580815197,0.01504761297496765,-0.02290614033239574,174.0,21.0,0.0020711455439285788,-0.0009710157700342227,4.0,36.0,-0.4688302919515669,1.0,1.0,1.0
126,jqm,2.0,99.0,74.0,173.0,173.0,122.2575912905324,6.0586896987120245,0.049556756637828575,0.021214767571698327,-0.02056206687975909,176.0,23.0,0.0016755289606324721,-0.0008637830744062657,195.0,40.0,-0.5155285851222818,1.0,1.0,1.0
127,jqm,0.0,41.0,81.0,109.0,122.0,73.45280330293481,59.0836351561505,0.8043754969089085,0.02294126815128944,-0.02167427117428949,177.0,25.0,0.002404103877659991,-0.0010758322686161836,196.0,159.0,-0.4474982460671931,1.0,1.0,1.0
127,jqm,1.0,48.0,62.0,85.0,110.0,55.1751753653781,62.857756621898886,1.1392398158346686,0.013647090653313626,-0.02638017428860689,178.0,23.0,0.0022815965374972033,-0.0011902918741533153,3.0,54.0,-0.5216925317825936,1.0,1.0,1.0
127,jqm,2.0,74.0,71.0,123.0,145.0,90.58453758816641,31.638755663101183,0.34927324801218984,0.017361534529960476,-0.026612465653242882,179.0,25.0,0.0018926481765693878,-0.0011773003574739867,4.0,48.0,-0.6220386715548796,1.0,1.0,1.0
127,jqm,3.0,42.0,85.0,105.0,127.0,71.70680828149683,75.25640343726097,1.0495015081668344,0.012116688028128821,-0.023903838768136062,173.0,25.0,0.001957799893704397,-0.001063353937509559,3.0,42.0,-0.5431371923805571,1.0,1.0,1.0
128,jqm,0.0,62.0,89.0,138.0,151.0,105.22666603126223,26.322932734875337,0.2501545827466865,0.013702563552611735,-0.02744320407435397,181.0,20.0,0.0020229170644000816,-0.000951287452359173,6.0,32.0,-0.4702552907878543,1.0,1.0,1.0
128,jqm,1.0,27.0,68.0,80.0,95.0,49.37594908503704,87.53346453870294,1.7727955849101689,0.022694418944762984,-0.02564963373163781,179.0,22.0,0.002035677703411093,-0.0009951068546671935,193.0,164.0,-0.4888332042934588,1.0,1.0,1.0
129,jqm,0.0,75.0,91.0,166.0,166.0,114.75695600219036,6.1091700873343004,0.05323572792587575,0.014347287295971456,-0.02035150039703687,170.0,26.0,0.0014788104883628195,-0.0006529283903182747,4.0,59.0,-0.4415226937165743,1.0,1.0,1.0
129,jqm,1.0,63.0,108.0,171.0,171.0,120.0414263956789,3.8639796199249146,0.03218871797797969,0.01918822683010546,-0.02044021583179828,173.0,26.0,0.0015634208830760908,-0.0006483139226793888,194.0,45.0,-0.4146765146208142,1.0,1.0,1.0
129,jqm,2.0,78.0,72.0,129.0,150.0,90.44876146335028,41.25585841000771,0.4561240833211911,0.012651866973906356,-0.021661116916094625,180.0,27.0,0.0015297346862734526,-0.0010175255962778797,5.0,47.0,-0.6651647539983861,1.0,1.0,1.0
13,jqm,0.0,99.0,55.0,129.0,154.0,103.53223991568787,24.122417039387827,0.2329942543407934,0.01759695518094259,-0.019287688829756844,180.0,23.0,0.0015580881277101955,-0.001209568698209984,193.0,169.0,-0.7763159712843687,1.0,1.0,1.0
13,jqm,1.0,40.0,98.0,138.0,138.0,92.92109132986485,13.335062831580625,0.1435095374013836,0.015908306816639683,-0.017407099340741694,134.0,25.0,0.0011226373016449687,-0.0008127268526061383,4.0,108.0,-0.7239442796130794,1.0,1.0,1.0
13,jqm,2.0,103.0,68.0,171.0,171.0,119.74935272240148,3.999812822777729,0.03340154023253844,0.02103426325511959,-0.0174105446991748,174.0,33.0,0.001474726067240504,-0.0010086437984675458,194.0,51.0,-0.6839533258911684,1.0,1.0,1.0
130,jqm,0.0,51.0,93.0,134.0,144.0,98.15419383623191,21.88814318031227,0.22299753403132366,0.014643066844364503,-0.021488971569189996,176.0,29.0,0.0012179561309085295,-0.0008983299691096568,194.0,52.0,-0.7375716959851017,1.0,1.0,1.0
130,jqm,1.0,72.0,102.0,174.0,174.0,121.03629905260479,4.204367873407559,0.0347364212745819,0.014723241374161922,-0.024641185591577908,178.0,29.0,0.001333999257833042,-0.0011066022165715506,5.0,44.0,-0.8295373554923285,1.0,1.0,1.0
130,jqm,2.0,61.0,79.0,110.0,140.0,69.2990358201608,58.99149904020402,0.8512600260888759,0.006354968483877843,-0.020287102334704488,174.0,35.0,0.0012911894635704026,-0.0009556432455168906,11.0,69.0,-0.74012627308338,1.0,1.0,1.0
131,jqm,0.0,92.0,83.0,175.0,175.0,127.53539423149515,2.9794110017206803,0.02336144424592141,0.01839978206380674,-0.02470360519247705,178.0,23.0,0.0016111224793547985,-0.0009061632658855512,1.0,38.0,-0.5624421963552019,1.0,1.0,1.0
131,jqm,1.0,46.0,56.0,71.0,102.0,42.14306221138456,90.96089258148123,2.15838355849018,0.021188374636128104,-0.02931427660724245,179.0,27.0,0.0019294256314234953,-0.0014270475687001571,198.0,50.0,-0.7396229973618145,1.0,1.0,1.0
131,jqm,2.0,70.0,94.0,164.0,164.0,110.02275724840742,19.42979789320161,0.17659799098956733,0.008055016910123447,-0.016503696048575267,170.0,39.0,0.0011620153824673032,-0.0007654247942652237,7.0,81.0,-0.65870452819652,1.0,1.0,1.0
132,jqm,0.0,79.0,73.0,152.0,152.0,111.71032407777729,8.262049073152196,0.07395958378385709,0.019188135332365075,-0.016772466385383208,152.0,28.0,0.0010703467779684672,-0.0008090515209349112,7.0,121.0,-0.7558779431003679,1.0,1.0,1.0
132,jqm,1.0,41.0,73.0,93.0,114.0,50.45066075737134,54.39706664283961,1.078223076293241,0.01261165545049614,-0.02382871663445152,148.0,44.0,0.0008762555087844515,-0.001513768350067224,30.0,64.0,-1.7275421779283708,1.0,1.0,1.0
132,jqm,2.0,39.0,99.0,138.0,138.0,87.89040803063759,18.984089032630973,0.2159972795440128,0.014501295192684947,-0.016005562398995418,135.0,31.0,0.0009989431127010902,-0.0008336036560425697,3.0,111.0,-0.8344856132883771,1.0,1.0,1.0
133,jqm,0.0,85.0,62.0,125.0,147.0,88.96305459914299,26.214086500591268,0.2946626171809056,0.015165089575912366,-0.02432078812226457,180.0,25.0,0.0016900397446305284,-0.0011949921368530347,7.0,47.0,-0.7070793102053825,1.0,1.0,1.0
133,jqm,1.0,102.0,67.0,169.0,169.0,114.08879299580481,3.5189671648099203,0.030844108982197024,0.015113685951401362,-0.02155689437375341,173.0,30.0,0.0015738620950170035,-0.001137889578073148,7.0,56.0,-0.7229919201153736,1.0,1.0,1.0
133,jqm,2.0,64.0,67.0,118.0,131.0,84.11693313723663,41.069766819577715,0.4882461270024249,0.01658470202281198,-0.025219414136560703,176.0,28.0,0.0015567570193433904,-0.0011841842066844244,4.0,52.0,-0.7606737544590549,1.0,1.0,1.0
134,jqm,0.0,36.0,61.0,85.0,97.0,54.79280167986595,59.83837160487592,1.092084539762894,0.012503788459168995,-0.02706041081174665,156.0,27.0,0.0017808482740772902,-0.0012861611353127687,9.0,45.0,-0.7222182563414431,1.0,1.0,1.0
134,jqm,1.0,39.0,59.0,78.0,98.0,47.79422881921227,70.61369088160681,1.4774522494904574,0.01475234361960598,-0.02796500875336877,165.0,28.0,0.0016307587418517564,-0.0015198578429942429,9.0,53.0,-0.9319942944278912,1.0,1.0,1.0
135,jqm,0.0,30.0,76.0,89.0,106.0,57.956145498018806,73.57947359034748,1.2695715520429625,0.021939723021170667,-0.02435919163892697,180.0,22.0,0.001999850156999668,-0.0008084884482038035,194.0,32.0,-0.4042745129548913,1.0,1.0,1.0
135,jqm,1.0,60.0,72.0,125.0,132.0,90.76711724818495,36.17081379337103,0.3985012952925343,0.019790717034065985,-0.018702901053155474,178.0,19.0,0.001714316298734809,-0.0009070459236468764,198.0,55.0,-0.5291006824798258,1.0,1.0,1.0
135,jqm,2.0,101.0,76.0,177.0,177.0,129.3152642641752,6.436612391470102,0.049774575554521486,0.015030754254645671,-0.026762796696779945,181.0,20.0,0.00202543934587103,-0.0008894341480514267,1.0,36.0,-0.43913146541000464,1.0,1.0,1.0
136,jqm,0.0,91.0,81.0,172.0,172.0,120.67654307636367,3.581671333143334,0.029679929850798467,0.02004780244422799,-0.02143128680507761,175.0,28.0,0.0018319066610611148,-0.00078717373831938,196.0,45.0,-0.4297018811337345,1.0,1.0,1.0
136,jqm,1.0,96.0,76.0,172.0,172.0,117.55719687857963,3.8038030118321036,0.03235704076680994,0.016012456364524086,-0.02264295541589656,176.0,24.0,0.0019502305503710828,-0.0006540945231305884,3.0,56.0,-0.3353934348972893,1.0,1.0,1.0
136,jqm,2.0,100.0,72.0,172.0,172.0,122.5031417923906,5.468248121523532,0.044637615342067866,0.0183912750555772,-0.023503602897637255,175.0,27.0,0.0016951581602307284,-0.0009602368258407877,3.0,53.0,-0.5664585455023794,1.0,1.0,1.0
137,jqm,0.0,103.0,72.0,175.0,175.0,128.45663949969622,2.8533672848220792,0.022212688234217945,0.019446665114094645,-0.0243736088576747,175.0,25.0,0.0016007449151327902,-0.0010531822553749848,6.0,44.0,-0.6579325946430495,1.0,1.0,1.0
137,jqm,1.0,27.0,62.0,72.0,89.0,40.75056065075521,90.78368070261631,2.22778973473912,0.024294594664698854,-0.024635465839956017,179.0,29.0,0.001997379094262253,-0.0011695205512594065,198.0,46.0,-0.5855275819292468,1.0,1.0,1.0
138,jqm,0.0,38.0,57.0,73.0,95.0,48.33680339752048,81.27953144016668,1.6815247539587206,0.01843144027078894,-0.02356142265381489,180.0,26.0,0.0017587219107045105,-0.0012555201994746135,198.0,45.0,-0.7138821617180378,1.0,1.0,1.0
138,jqm,1.0,30.0,57.0,71.0,87.0,43.979201716133545,82.46288499218299,1.875042787826044,0.01401183559080263,-0.028937638578286632,180.0,22.0,0.0018897714744486992,-0.0012235337413923908,2.0,46.0,-0.6474506351353043,1.0,1.0,1.0
138,jqm,2.0,41.0,55.0,72.0,96.0,44.858170984268284,87.06457232511377,1.9408854711362893,0.007763379739763376,-0.02936688962974715,69.0,23.0,0.0019308879595765355,-0.001317004211857542,7.0,46.0,-0.6820717925789828,1.0,1.0,1.0
139,jqm,0.0,102.0,73.0,175.0,175.0,123.9296393294214,2.7797378255548075,0.02242996784785193,0.017175829636149692,-0.02470917744103235,179.0,20.0,0.0019479672078566435,-0.0006782468570976086,1.0,33.0,-0.3481818658764212,1.0,1.0,1.0
139,jqm,1.0,36.0,54.0,70.0,90.0,43.46813149614809,87.34135925050518,2.009319385128044,0.014679393158609057,-0.029810849309799662,185.0,22.0,0.002010504094724756,-0.0011704415518651867,3.0,46.0,-0.5821632270912753,1.0,1.0,1.0
14,jqm,0.0,59.0,66.0,94.0,125.0,62.43076710332347,49.97081086340066,0.8004196197156851,0.015164861297954246,-0.02601495806564247,163.0,25.0,0.0018592866550601397,-0.0010137596823893704,4.0,39.0,-0.5452411975476582,1.0,1.0,1.0
14,jqm,1.0,61.0,77.0,111.0,138.0,73.8889520672462,41.11358894145397,0.5564240362217692,0.013346316113297564,-0.023894763198310187,172.0,29.0,0.0012764145929691547,-0.0008540547269237919,4.0,55.0,-0.6691044834712498,1.0,1.0,1.0
14,jqm,2.0,86.0,69.0,96.0,155.0,57.95978049869114,61.035220299181496,1.053061619178489,0.010312388593198052,-0.02216420522485385,94.0,37.0,0.0013131673293096027,-0.0012116576486016495,4.0,66.0,-0.9226985941225616,1.0,1.0,1.0
140,jqm,0.0,27.0,64.0,71.0,91.0,43.39236333038116,87.78249804727646,2.022994170170389,0.02035842258140708,-0.019512374843095426,179.0,20.0,0.0017724792253517273,-0.0007014345542788457,198.0,52.0,-0.3957364037029288,1.0,1.0,1.0
140,jqm,1.0,29.0,75.0,96.0,104.0,67.66898933275037,66.54042794308003,0.9833223253251079,0.01887473551879182,-0.029448066476501444,180.0,22.0,0.001969837153532457,-0.0011682764160527714,2.0,42.0,-0.5930827398385354,1.0,1.0,1.0
141,jqm,0.0,33.0,59.0,75.0,92.0,48.673977867717504,86.03721298834503,1.7676223879250332,0.01892066309575591,-0.03053560688752765,179.0,22.0,0.0020727227062082854,-0.00125407180870174,8.0,41.0,-0.6050359775311497,1.0,1.0,1.0
141,jqm,1.0,40.0,59.0,72.0,99.0,44.19748841549977,96.58184550088068,2.1852337986474826,0.024074701053369563,-0.027185107997339968,182.0,24.0,0.002369715314083032,-0.001196220660589109,198.0,47.0,-0.5047950922543579,1.0,1.0,1.0
142,jqm,0.0,87.0,91.0,178.0,178.0,125.66396192661648,2.1338555641571704,0.016980648480614282,0.017441662852548414,-0.025423523347510246,182.0,26.0,0.0018449043299438425,-0.001015347799191435,198.0,40.0,-0.5503525482117229,1.0,1.0,1.0
142,jqm,1.0,36.0,57.0,71.0,93.0,44.817204566330396,90.97790903937,2.029977324996269,0.01976365987887535,-0.029369829574273643,183.0,20.0,0.002224893563864473,-0.0010362597170097132,2.0,42.0,-0.4657569844419021,1.0,1.0,1.0
143,jqm,0.0,38.0,55.0,69.0,93.0,43.564174963429146,90.37479342783226,2.0745209453340787,0.020939110566468,-0.02915795720789593,180.0,21.0,0.0020423493029481515,-0.0011898911975884994,2.0,38.0,-0.5826090551067243,1.0,1.0,1.0
143,jqm,1.0,33.0,54.0,68.0,87.0,41.068000113236735,89.31932449362658,2.174912930927889,0.01829686499242178,-0.02804139938211231,184.0,22.0,0.002279902418147961,-0.0014238941946791428,198.0,48.0,-0.6245417274638528,1.0,1.0,1.0
144,jqm,0.0,28.0,67.0,76.0,95.0,45.543466438563996,86.21219054376677,1.892965057020044,0.020756199071036152,-0.02377083529883739,176.0,25.0,0.0017041705352477535,-0.0009272870883263453,194.0,42.0,-0.5441281075731869,1.0,1.0,1.0
144,jqm,1.0,25.0,58.0,70.0,83.0,42.63863195084523,94.67989914293594,2.2205191585903847,0.016665834708381122,-0.028825833430921488,183.0,24.0,0.0018925204106774122,-0.0013121056276277356,1.0,46.0,-0.6933112162093289,1.0,1.0,1.0
145,jqm,0.0,110.0,67.0,177.0,177.0,129.62431079279042,3.940375524719982,0.03039842989806772,0.016991455042594916,-0.028299523828295595,180.0,18.0,0.002432459766116793,-0.0009397826837660439,1.0,30.0,-0.3863507618324655,1.0,1.0,1.0
145,jqm,1.0,32.0,55.0,68.0,87.0,41.093109576346436,96.34098112541577,2.344455849621818,0.017147436797259885,-0.030869911659577483,179.0,23.0,0.0020613845962586946,-0.0015804518783444355,7.0,40.0,-0.7666943282747299,1.0,1.0,1.0
146,jqm,1.0,60.0,69.0,109.0,129.0,78.31312983673797,44.64563398895611,0.5700912999139527,0.017768660721120266,-0.02570962795245174,175.0,25.0,0.0018436789486391825,-0.0011845648341757276,3.0,49.0,-0.64250060188085,1.0,1.0,1.0
146,jqm,2.0,39.0,70.0,102.0,109.0,67.76425325122361,51.502720277309706,0.760027858439947,0.017476345552223715,-0.023589811590413123,176.0,28.0,0.0017060336468933575,-0.0009692254223925275,196.0,49.0,-0.5681162409413565,1.0,1.0,1.0
146,jqm,3.0,53.0,73.0,101.0,126.0,69.6419267174942,66.77059074987933,0.9587700096342456,0.016881654354500286,-0.025472236917014,175.0,24.0,0.0021401644649116608,-0.0009150971722995397,3.0,40.0,-0.4275826401674749,1.0,1.0,1.0
147,jqm,0.0,51.0,61.0,85.0,112.0,55.80647043349955,62.82311336890246,1.1257317096189432,0.014296894151713981,-0.02822823254162976,173.0,23.0,0.002247535475251739,-0.00134476058369426,3.0,43.0,-0.5983267443392135,1.0,1.0,1.0
147,jqm,1.0,108.0,62.0,170.0,170.0,115.26431258734159,4.331897363517279,0.03758229469537487,0.015403827979942941,-0.02707862383644249,171.0,27.0,0.001823050704551049,-0.0013653428976845294,10.0,43.0,-0.7489330353105914,1.0,1.0,1.0
147,jqm,2.0,45.0,60.0,80.0,105.0,48.68525267447102,72.48975315193225,1.4889468405684898,0.015887150205851575,-0.026270856640103923,177.0,28.0,0.0016809358529936286,-0.001509909278856636,7.0,55.0,-0.8982551452915908,1.0,1.0,1.0
148,jqm,0.0,33.0,67.0,86.0,100.0,59.33741061383552,68.74955668250912,1.1586207751788715,0.01672478438480457,-0.022389443982526624,158.0,25.0,0.0018964847351065075,-0.0009543137360512599,3.0,49.0,-0.5032013801037346,1.0,1.0,1.0
148,jqm,1.0,105.0,70.0,175.0,175.0,120.78626279207256,2.909176918253234,0.02408532933303214,0.018269917114011297,-0.020861222942183844,178.0,34.0,0.0015637927069775542,-0.0010360107091027526,192.0,57.0,-0.6624987471038404,1.0,1.0,1.0
148,jqm,2.0,44.0,82.0,106.0,126.0,68.67187008509975,55.81449095098554,0.8127708023943274,0.022939348191391432,-0.019282392308122454,173.0,24.0,0.0017504885957613516,-0.0011033328403660114,196.0,155.0,-0.6302999305666037,1.0,1.0,1.0
149,jqm,0.0,50.0,62.0,84.0,112.0,56.907872846151584,62.53126532958243,1.09881572095716,0.015530316663535491,-0.02294153814007516,173.0,26.0,0.0016223624476147116,-0.0010482336522688036,4.0,49.0,-0.6461155790495374,1.0,1.0,1.0
149,jqm,1.0,31.0,63.0,83.0,94.0,53.17828330984578,69.04915223436699,1.2984464322033271,0.016563614939353183,-0.026555521140868732,177.0,25.0,0.0017260591159404884,-0.0011052695649242938,4.0,53.0,-0.6403428218170029,1.0,1.0,1.0
149,jqm,2.0,39.0,60.0,77.0,99.0,47.7541260107978,84.99146119995457,1.7797721013831755,0.014617824635982438,-0.027017764561915736,180.0,24.0,0.001889372765508261,-0.0012152128539006937,4.0,53.0,-0.6431832172481794,1.0,1.0,1.0
15,jqm,0.0,76.0,68.0,120.0,144.0,82.27746184383058,31.090159976741447,0.3778697018601904,0.01640401937937364,-0.02272836979474657,177.0,37.0,0.001354584400817465,-0.0012284233604877848,195.0,56.0,-0.9068636548202204,1.0,1.0,1.0
15,jqm,1.0,49.0,82.0,102.0,131.0,64.67592733812279,61.66366690140338,0.9534253228257328,0.024070033712068784,-0.020633064815500042,175.0,24.0,0.0017484055589879475,-0.001115434991806108,194.0,161.0,-0.6379726866412903,1.0,1.0,1.0
15,jqm,2.0,93.0,68.0,161.0,161.0,99.87742836985387,19.9042395516662,0.1992866644299176,0.014313914196897204,-0.013217864335489576,161.0,22.0,0.0012737048685062984,-0.0007028852632211535,4.0,139.0,-0.5518431157803788,1.0,1.0,1.0
150,jqm,0.0,73.0,60.0,90.0,133.0,63.031795580683614,34.640735711045,0.5495755815285835,0.01706109140732459,-0.019589137385721656,88.0,31.0,0.0013064181031620106,-0.0014368921552152525,8.0,62.0,-1.0998715891470328,1.0,1.0,1.0
150,jqm,1.0,77.0,82.0,126.0,159.0,71.44779644989009,18.54171802640832,0.25951420404424297,0.021582127842501464,-0.024260121231156062,127.0,56.0,0.0017548284938294356,-0.0013126568765382538,198.0,77.0,-0.7480257365058722,1.0,1.0,1.0
150,jqm,2.0,85.0,48.0,66.0,133.0,35.307834906357066,88.73730212010368,2.5132467724359624,0.03561210483090427,-0.023823187359795158,177.0,24.0,0.0028160486298665077,-0.002560510273307725,192.0,159.0,-0.9092564120347256,1.0,1.0,1.0
151,jqm,0.0,45.0,67.0,88.0,112.0,55.02911907437964,64.750542135011,1.1766596162931755,0.016788189554455712,-0.02425405603856496,171.0,27.0,0.0017888188918909337,-0.0010642345785980556,7.0,55.0,-0.594937018734786,1.0,1.0,1.0
151,jqm,1.0,26.0,64.0,83.0,90.0,56.851156101907094,75.06400979787117,1.320360304781086,0.019965528373619645,-0.02143442438851606,178.0,28.0,0.0018757852719361726,-0.0010449919258466167,192.0,49.0,-0.5570957089176753,1.0,1.0,1.0
151,jqm,2.0,101.0,74.0,175.0,175.0,129.52485980043036,4.299733500419297,0.03319620269841828,0.01952213296298416,-0.02659666766517588,178.0,21.0,0.00218396408800256,-0.00104662356887264,4.0,39.0,-0.4792311259247286,1.0,1.0,1.0
152,jqm,0.0,33.0,54.0,68.0,87.0,41.20126382080209,81.99049482103197,1.9899995101518173,0.014634032416710518,-0.030148036681668818,181.0,24.0,0.0021178305172052238,-0.001568616925019084,5.0,43.0,-0.7406716034525251,1.0,1.0,1.0
152,jqm,1.0,40.0,55.0,70.0,95.0,43.49351214012257,80.68616077427168,1.8551309564131309,0.016830544334349086,-0.030368304259395906,183.0,22.0,0.002407455750305862,-0.0013671708202320776,6.0,42.0,-0.5678903215805239,1.0,1.0,1.0
152,jqm,2.0,44.0,50.0,66.0,94.0,41.098224660416605,91.04763822695135,2.2153666972053685,0.01475597430826364,-0.0341767668791047,179.0,21.0,0.002678131995163535,-0.0016570505949069505,7.0,41.0,-0.6187337285464025,1.0,1.0,1.0
153,jqm,0.0,53.0,52.0,89.0,105.0,29.922157169371662,68.84626739797834,2.3008457247343586,0.0232474788401108,-0.03554486617260888,184.0,91.0,0.0036675646506162674,-0.0025791701041728565,1.0,103.0,-0.7032378021582998,1.0,1.0,1.0
153,jqm,1.0,84.0,87.0,171.0,171.0,115.58101415601908,7.0388798010437705,0.06089996572916564,0.01732884973519749,-0.01646652308882446,174.0,28.0,0.0016031506914905296,-0.000765011902508661,196.0,158.0,-0.4771927595885521,1.0,1.0,1.0
153,jqm,2.0,47.0,85.0,110.0,132.0,72.52464958919613,52.14587920304361,0.7190090472469058,0.02486380142219724,-0.01797834336694837,175.0,24.0,0.0026030707173721338,-0.0013914436774087324,196.0,160.0,-0.5345393300776053,1.0,1.0,1.0
154,jqm,0.0,91.0,87.0,178.0,178.0,127.72113336834288,4.132446016104009,0.032355225068244516,0.015622857825730196,-0.02446117225400707,182.0,23.0,0.001640312274929695,-0.0008331734236883825,7.0,44.0,-0.5079358585694257,1.0,1.0,1.0
155,jqm,0.0,39.0,65.0,80.0,104.0,50.55619896893828,76.34361996498762,1.5100743632228593,0.01683545336226866,-0.02563880173035693,181.0,22.0,0.002065633703068337,-0.0008946169529904234,5.0,59.0,-0.4330956411398305,1.0,1.0,1.0
155,jqm,1.0,36.0,56.0,69.0,92.0,42.52262218308485,89.94303189501893,2.1151807503253544,0.0191488034212843,-0.03009984957359524,182.0,21.0,0.002144721104685346,-0.0013179725442695744,7.0,40.0,-0.6145193150710079,1.0,1.0,1.0
156,jqm,0.0,72.0,64.0,112.0,136.0,80.6144721876164,44.1100837271749,0.5471732621968449,0.018708744033033964,-0.02536530855729735,175.0,24.0,0.00205441124816075,-0.0010142431500306248,1.0,50.0,-0.4936904190622228,1.0,1.0,1.0
156,jqm,1.0,81.0,95.0,176.0,176.0,127.88372405445163,2.9980303944724715,0.023443408585723854,0.020148411178285586,-0.017623608874200558,179.0,29.0,0.0016531180920171715,-0.0005894977376692534,198.0,46.0,-0.3565974751083482,1.0,1.0,1.0
156,jqm,2.0,40.0,60.0,75.0,100.0,45.701329321922636,93.78741244347832,2.0521812786414744,0.013288807578415551,-0.02529077652327838,183.0,22.0,0.0020662426019087206,-0.001241063434197054,1.0,50.0,-0.6006378113831378,1.0,1.0,1.0
157,jqm,0.0,108.0,67.0,175.0,175.0,118.63155163048798,3.831642394363912,0.032298678907097686,0.014770669772617371,-0.025554724065100058,178.0,22.0,0.0021696455772095974,-0.0008389214206325768,5.0,40.0,-0.38666288606986304,1.0,1.0,1.0
157,jqm,1.0,75.0,70.0,138.0,145.0,102.24321610180695,22.08649109902749,0.2160191349716077,0.017199468918942612,-0.021233874117047358,180.0,27.0,0.0016398918174084613,-0.0008463923206643018,195.0,52.0,-0.5161269247637719,1.0,1.0,1.0
157,jqm,2.0,30.0,76.0,102.0,106.0,71.16030070273709,58.48322586046133,0.8218518651961211,0.014425354367811838,-0.02670599681725816,179.0,23.0,0.0022002251612705803,-0.0010196424292086004,5.0,35.0,-0.4634264016050884,1.0,1.0,1.0
158,jqm,0.0,39.0,67.0,85.0,106.0,54.73469445636328,63.5028794758145,1.1601942809133905,0.015676141888952666,-0.0212264408627122,152.0,34.0,0.0010862537539363514,-0.0010998185220714165,195.0,55.0,-1.0124876605359558,1.0,1.0,1.0
158,jqm,1.0,35.0,69.0,93.0,104.0,58.097560040663865,63.30783801320175,1.0896815282585204,0.016156637093864445,-0.02411947064864528,176.0,31.0,0.0014284707847128516,-0.001086621841551949,7.0,56.0,-0.7606888801512169,1.0,1.0,1.0
158,jqm,2.0,49.0,75.0,100.0,124.0,66.04823677600001,58.218570100081216,0.8814553263174487,0.01262492871899945,-0.02349154730860098,167.0,25.0,0.0018155668284728988,-0.0007386222624470308,4.0,44.0,-0.40682736149585697,1.0,1.0,1.0
159,jqm,0.0,83.0,63.0,110.0,146.0,74.11821769278063,34.03113279377635,0.4591466693766856,0.01621230193809059,-0.026146495537718858,181.0,26.0,0.001738440016657447,-0.0012666928823061865,4.0,48.0,-0.7286376695019344,1.0,1.0,1.0
159,jqm,1.0,84.0,67.0,131.0,151.0,96.37534852337241,22.399120726277946,0.2324154575777833,0.012986303503933068,-0.024146462705066096,176.0,22.0,0.0021240949824841704,-0.0013035075561416145,4.0,39.0,-0.6136766796638901,1.0,1.0,1.0
159,jqm,2.0,39.0,63.0,80.0,102.0,49.13803751928368,70.81143179723216,1.4410716294773271,0.015194907111141074,-0.02601541114681105,176.0,25.0,0.0016531342764106172,-0.0010275232976009183,7.0,53.0,-0.6215606997345297,1.0,1.0,1.0
16,jqm,0.0,73.0,71.0,124.0,144.0,88.11993505762156,28.9207535582584,0.32819762678385017,0.015001263932466091,-0.0249422351080702,177.0,30.0,0.0015699591120730688,-0.0010889477870132944,6.0,48.0,-0.6936153805785312,1.0,1.0,1.0
16,jqm,1.0,38.0,66.0,85.0,104.0,53.258743834468916,70.92017609760597,1.3316156370122012,0.016237671912466,-0.02489661029224421,179.0,27.0,0.0014095358259876847,-0.0008942270586358435,198.0,46.0,-0.6344124371647272,1.0,1.0,1.0
