0,-0.39517823,2.7734327,9.419612,1599355662284,
0,-0.33290774,2.816543,9.448353,1599355662290,
0,-0.3161426,2.792593,9.417217,1599355662301,
0,-0.30177248,2.7782228,9.455538,1599355662311,
0,-0.364043,2.7901978,9.438772,1599355662323,
0,-0.3903882,2.804568,9.4435625,1599355662328,
0,-0.366438,2.802173,9.410032,1599355662341,
0,-0.34967285,2.8093581,9.422008,1599355662348,
0,-0.32332766,2.8452833,9.424402,1599355662363,
0,-0.31374758,2.7782228,9.453142,1599355662367,
0,-0.31853762,2.799778,9.453142,1599355662380,
0,-0.37362307,2.7973828,9.493857,1599355662395,
0,-0.3520679,2.792593,9.529783,1599355662399,
0,-0.36883304,2.7710378,9.431587,1599355662405,
0,-0.364043,2.7662477,9.469908,1599355662419,
0,-0.32093263,2.7758276,9.460327,1599355662425,
0,-0.33290774,2.7590625,9.417217,1599355662434,
0,-0.33769777,2.823728,9.436378,1599355662444,
0,-0.3161426,2.8788135,9.441168,1599355662458,
0,-0.3281177,2.8309133,9.431587,1599355662462,
0,-0.29698244,2.8716285,9.445957,1599355662474,
0,-0.32572266,2.8476784,9.383687,1599355662482,
0,-0.31135255,2.7901978,9.438772,1599355662494,
0,-0.33769777,2.8213332,9.467513,1599355662504,
0,-0.39757326,2.8141482,9.460327,1599355662512,
0,-0.33769777,2.811753,9.431587,1599355662522,
0,-0.366438,2.8261232,9.481883,1599355662533,
0,-0.34727785,2.811753,9.436378,1599355662542,
0,-0.33530274,2.804568,9.388477,1599355662554,
0,-0.3161426,2.8380983,9.433982,1599355662562,
0,-0.30416748,2.804568,9.460327,1599355662572,
0,-0.3879932,2.8404932,9.453142,1599355662579,
0,-0.32093263,2.792593,9.462723,1599355662590,
0,-0.3424878,2.804568,9.431587,1599355662602,
0,-0.33530274,2.7901978,9.433982,1599355662610,
0,-0.3281177,2.8572583,9.484278,1599355662621,
0,-0.34727785,2.7973828,9.467513,1599355662631,
0,-0.34009278,2.8285182,9.453142,1599355662641,
0,-0.32332766,2.8500733,9.433982,1599355662651,
0,-0.33769777,2.818938,9.433982,1599355662659,
0,-0.33530274,2.804568,9.441168,1599355662669,
0,-0.33290774,2.802173,9.448353,1599355662680,
0,-0.34488282,2.8309133,9.4507475,1599355662690,
0,-0.29937744,2.823728,9.407638,1599355662698,
0,-0.38320315,2.823728,9.445957,1599355662707,
0,-0.38559815,2.8213332,9.412427,1599355662718,
0,-0.33290774,2.794988,9.469908,1599355662728,
0,-0.37362307,2.8500733,9.4435625,1599355662738,
0,-0.34967285,2.8213332,9.417217,1599355662747,
0,-0.35685793,2.7662477,9.429193,1599355662753,
0,-0.33530274,2.7686427,9.371712,1599355662766,
0,-0.31374758,2.7854078,9.441168,1599355662776,
0,-0.31374758,2.7973828,9.493857,1599355662786,
0,-0.34488282,2.7806177,9.472302,1599355662796,
0,-0.35685793,2.7351124,9.462723,1599355662803,
0,-0.37362307,2.8285182,9.448353,1599355662813,
0,-0.3305127,2.8213332,9.4435625,1599355662824,
0,-0.34009278,2.8261232,9.419612,1599355662834,
0,-0.3161426,2.8620484,9.422008,1599355662842,
0,-0.34727785,2.8524685,9.441168,1599355662854,
0,-0.34009278,2.792593,9.460327,1599355662868,
0,-0.3281177,2.799778,9.462723,1599355662869,
0,-0.33290774,2.8261232,9.410032,1599355662886,
0,-0.3305127,2.792593,9.484278,1599355662887,
0,-0.34009278,2.799778,9.438772,1599355662901,
0,-0.30895755,2.7590625,9.486672,1599355662915,
0,-0.3281177,2.8309133,9.422008,1599355662919,
0,-0.3424878,2.7566676,9.479487,1599355662932,
0,-0.32093263,2.806963,9.465117,1599355662941,
0,-0.2945874,2.7662477,9.479487,1599355662951,
0,-0.34009278,2.7758276,9.386082,1599355662962,
0,-0.3544629,2.794988,9.4435625,1599355662970,
0,-0.33290774,2.7662477,9.429193,1599355662980,
0,-0.29937744,2.8333082,9.414823,1599355662989,
0,-0.3281177,2.818938,9.436378,1599355662998,
0,-0.3161426,2.8428884,9.395662,1599355663011,
0,-0.3065625,2.8452833,9.431587,1599355663018,
0,-0.31135255,2.8285182,9.424402,1599355663029,
0,-0.3544629,2.8309133,9.445957,1599355663034,
0,-0.34488282,2.787803,9.465117,1599355663048,
0,-0.39757326,2.7806177,9.462723,1599355663055,
0,-0.38320315,2.811753,9.424402,1599355663068,
0,-0.37362307,2.799778,9.474698,1599355663075,
0,-0.4023633,2.811753,9.4507475,1599355663086,
0,-0.3544629,2.8596535,9.426797,1599355663096,
0,-0.3281177,2.8141482,9.410032,1599355663104,
0,-0.33290774,2.7854078,9.438772,1599355663114,
0,-0.3065625,2.792593,9.479487,1599355663127,
0,-0.33290774,2.7973828,9.474698,1599355663131,
0,-0.31853762,2.7854078,9.472302,1599355663143,
0,-0.35685793,2.8213332,9.493857,1599355663155,
0,-0.33290774,2.792593,9.498648,1599355663160,
0,-0.364043,2.8141482,9.4435625,1599355663172,
0,-0.3424878,2.8572583,9.438772,1599355663185,
0,-0.37601808,2.802173,9.4435625,1599355663190,
0,-0.34967285,2.8333082,9.431587,1599355663204,
0,-0.33290774,2.7973828,9.462723,1599355663211,
0,-0.3305127,2.811753,9.441168,1599355663223,
0,-0.32332766,2.8500733,9.414823,1599355663228,
0,-0.30177248,2.8620484,9.479487,1599355663238,
0,-0.30416748,2.8452833,9.381292,1599355663250,
0,-0.34009278,2.7806177,9.441168,1599355663259,
0,-0.3784131,2.799778,9.417217,1599355663270,
0,-0.37362307,2.7973828,9.457932,1599355663276,
0,-0.3903882,2.8093581,9.441168,1599355663290,
0,-0.35925296,2.811753,9.410032,1599355663297,
0,-0.34967285,2.8093581,9.448353,1599355663309,
